polarity,text
-1,hi this is just a public service announcement for anyone that has ever ordered Zara denim and it fit them first time can you please let me know who you are because it's definitely not Smith thought I'd get some new denim shorts for my hauls these are in the sale and this 12 sold out so I thought oh. I get the 10 made that era because I am definitely a 12 when it comes to denim shorts from Zara no. I would be a size sixteen how is it possible I would be 4 size bigger than I am in Zara denim shorts because not a chance okay yeah made the error of not getting size 12 if these are size 12 they won't fit me. I can't move my bum looks like it's falling off it's not even that big to begin with so that's great
0,Haley pose like a Zar model. Maya pose like a Zar model. Pose like a Zara model. Pose like a Zara model. Pose like a Zara model. Pose like a Zara model.
1,i found the dress of my dreams working so hard every night and day and now we get the payback trying so hard saving up the paper now we get
-1,what in the heavens because it's not the first time I've seen people talking about this photograph that's definitely happening. I don't know waiting to be roasted I'm sure the irony maybe for the this cost in the cost of living crisis nobody can afford a heart and can't go these all these poses another poo situation really another keep your head warm maybe is this so that you get um this is very strange she's squatting and it looks a bit like she might need to do a poo maybe we you know like when you squat to do a wee when you just can't hold it in for example if you're on a long run and you need to go behind it but she just looks like that she's she's on an oven she's on a cooker top she's instantly confused by the situation and then just buy all of them and then maybe wear them like that while you're walking around the car boot is she having a baby they just remind me of people who desperately need to go to the toilet that's a little bit what it looks like so now the tellers we need to wear our coats like this and keep our heads warm for the finale what in the actual heaven Zara. I don't get it I don't I don't I don't get it I don't get it is that the situation who knows is she feeling a little sick queasy. I mean is she okay how do these images encourage anybody to buy anything. I'm gonna share some of them with you because I'm like how once I started looking there there was no going back. I was blatantly unawares of how insane Zara's website is don't go to the high street and shopping those shops very often. I don't shop online at those websites very often see because I don't buy that much fast fashion. I have slipped down a rabbit hole
0,Nothing quite like autumn in New York. But it's not only the leaves that change. Something in the air brings out the true colors in everyone.
-1,"I am so annoyed right now because I bought this romper from ZARA, but for the life of me, I cannot button this button. like I'm about to break a nail doing it. but it will not go through all the way. oh, my god, it just went through. wait, it's, like, barely one. I don't know. now I'm wondering if I should have sized down. no, no, I don't want it to be tight. that would be disgusting. I also tucked the collar in because I feel like with my hair down. it just looks a little more casual. also, don't worry. I'm taking this off. I worked out today, so it's still on. I know it looks bad. I look like a spy kid. I know."
-1,I mean honestly where is the quality control here so as you can see this is what it's supposed to look like but it looks like this so first I noticed this little thing and I'm like wait a minute oh and all of a sudden I noticed that it is tied to the side of the bag let's turn her around why are there holes in my bag so I proceed to look where the strap is going okay Zara you guys have really done it this time so I just got this bag so from here it looks like everything's fine where is the quality control in here?
1,"Hi girls yesterday. Finally, after a long time I was able to go to a zara and I fell in love with a lot of things like this suit with a fluid fabric and a divine blue. Look how beautiful and this vest that here looks red, but it was fuchsia,. I thought it was ideal, they wear a lot the outfits, the total look and as you see the prints with bright colors, let's see if you know later which color is the most repeated. Romantic style is also a trend. I thought this crochet dress was super cute, vests are very popular again with quilted embroidery, gingham checks, corsets, romantic style in general, lots of ruffles. a lot of frowning. and a lot of pink in all its versions and this vest that I thought was very nice but it will be very hot. Hello, hello, here I am and here we go to the clothes as more sober and elegant, that super nice transparent blouse, the green raw tones, those are never left to wear, the oranges combined with the green also look quite a lot and look at what pink vichy check pants I thought were nice but too short, this pink skirt very combinable. and here we continue with red and pink tones that is a combination that I love and this little bag that I think is ideal."
0,so. I think with it but they did not despite not still really cool yes over my hips some of with this like the fit through but the same colour fitting. I knew started to are see cute cotton alright but I'm not mad alright guys but they're so happen a game a 8 out of 10 shirt to style but they're flying start heavy let's rate giving it the beading. I'll give it shirt and the pants. I thought the. I'd give them but as I make it up these pants. I really now I love the look platform style so we're that would bomber jacket fall off a 3 out of 10. I bought a set for summer to a a 8 out of 10 3 out of 10 uh they're the about this mix sandals we're off my Zara order it on. I got some trendy summer. I'll give it long white of these jeans would be now we're playing a 9 out of 10 was trying
0,Reality of a short girl trying on pants at Zara.
-1,"So whoever's in charge of the Zara spring line needs to be fired. I get bringing back trends sometime, but this is absolutely not acceptable. These stretchy, wrinkly tops. No."
0,hi TikTok once again dressing room chronicles this color is gorgeous my titties ain't gonna fit in here not at all not at all not at all
0,I've done it again but some of this stuff is for Marnie and some of it is for me for going back to work and that's what we're going to try on today first off I got this oversized blazer going with trousers skirts a night out casual dressed up whatever. I just love the carton colour. I've got a black one and I love it so that's just gonna be a staple then I got the high waisted trousers in oyster not white so like off white and black and I got a medium and a large in both we're gonna try them on and see how we get on cause I'm not really sure whether either of them gonna fit then I also got bodysuit to go with the trousers in large so let me put this on and we'll do a try on can't show you too much but bodysuit is a good fit what I find is cause my boobs are larger sometimes the medium that doesn't cover them where is like obviously my bra is poking out. I will be wearing a different bra with this but all good on that front. I thought let's not go for the medium because I don't want to get depressed straight away these are large and they are fucking tight. I'm gonna need an extra large in these like I've lost 8 pounds in like 5 weeks but they are giving stuffed sausage they are not flattering at all look at that thing is I did their measurements online. I measured my waist and stuff and it says I'd be a medium which is an absolute pile of crap because I don't think I've been a medium in. Zara in my life. I was feeling quite good about losing weight and now I feel like shit. Zara always does this either makes you feel amazing like that black dress that wore on my night out felt so good this is poor this is a large in the other size that is actually terrible I might have to get them in an extra large though just to see or an extra extra large annoying
-1,"and no one's gonna say it, but I will. bitch. why are you guys obsessed with ZARA? like, why? it's like, crowded as fuck. 2nd, it's expensive. it's a special price, but it's like 40 bucks. so I don't get how best to sell. you could really find all of this shit for half of the price on shane. I said what? I said a ZARA is not it."
-1,a fashion crime has been committed against me ha ha guys know I like neutrals. I stick with black and cream and white maybe the occasional blue ha ha so I went out on a limb and I ordered this little number for a party I'm going to and I was so excited I was like. I'm gonna be looking like the cutest little baby angel in the entire world ha ha I can get maybe away with the blazer and like the idea is there but guys wait let me show you something. I've had to put shorts on because oh I dropped something who's wearing this who can wait who's wearing this this is my bum what what is that covering guys ha ha ha we do love the idea of color and we are playing around with color but I will say that Zara this is a little bit of a fail considering that I am 5ft 4 and I do not know a single person whose booty this is covering ha ha did consider maybe keeping the blazer let me try something with it like I mean maybe but I feel like I'm not like dazzled you know what I mean. I think I'd actually preferred if it was long. I don't know what do we think do I keep the blazer I. I don't know but I still love you Zara I will always love you love you guys Mwah
1,I saw on Instagram that Zara got a Barbie collection so let's go and see it oh my God I'm about to spend a fortune oh my God stop oh my God where was this when I went to the premiere. I need that in my life obsessed this is barbieland oh they've got the jeans to match the top and they've even got the hanky stop it Zara you've gone all out and I'm obsessed iconic oh my God I'm in love Pjs hi Barbie adorable adorable love wow everything is such high quality they've even got the jumpsuit that they wear in the movie. I can't even cope love and I'm bad like the Barbie you've got this adorable box this is insane Zara round of applause Omg didn't even spot the cowboy boots that's so sick. I've got a Barbie addiction
1,"hey guys, I found new Versace dupes from Bershka and they are way better than the Zara ones. I mean, they're so cute!"
0,sorry mate what are you doing red to advertise bags hang on this isn't even the worst one wow the ice cream is making me wanna buy those shoes last but definitely not least a veggie bag
0,okay i am going to need zora's like photography's email phone number like i need to get into contact with them asap because there's a huge problem this is like one of those pictures that the longer you look at it the funnier it gets so this is real life these are shoes that are posted on zara for a hundred and twenty dollars plain black shoes but okay let's just break this down there are dinosaurs a like man if you look right there hanging out um airhead extremes there are those little like umbrellas that you put in your drinks that remind me of my childhood more dinosaurs spiral lollipops what i'm i'm just not okay with this i'm unwell looking at this picture and it really makes me laugh also why is it like on concrete like put it on a cute background at least
0,"hey, beauties. so I got a couple things at Zara that were actually on sale. so yeah, let's try it on. okay. so I got these leggings. these are in a size extra large. they were thirty five. ninety nine. thirty five. ninety nine. thirty five. ninety originally. but they were on sale for 1799. and they do stretch. so let's see how they fit. okay. so the pants fits. but I just don't like the way my fupa looks in these. it's just not giving what I wanted to give. I wanted them for work. but it's gonna be a pass for me. yeah. okay. I have high hope for these. these are full leather leggings. they were thirty nine ninety, but they were on sale for 1799. okay. I have the leggings on, but I'm gonna ask my husband to just help me zip them real quick. help me zip them. probably was alright. they fit. I love them. and then I got this jacket. it was 70, but I got it for 40. and that's it, you guys. bye."
0,"Ha, ha! Don't do it. That guy in a little code. That guy in a little code. Don't. That guy. Little gold. Take it off, dickhead. I'm serious,. Richard, what's happening"
1,this is the skirt this is actually really good if you're a bit self conscious of the tom because it's actually got some movement here and look it's got a little slit nice for paper isn't it oh but yeah oh god sorry um yeah it's good for your little tom hida laugh holiday and it s like silky good one good one having the wardrobe
0,"I just wanna hop on this sour trend that's going on at the moment, because this has just happened to me. So I ordered the shorts that are in the photo because I actually have the matching waist coat, which I got in the sales last year, and I was like, oh, my god, it's gonna be such a cute cord. And I actually got them for 1799. They're nine 99 now. But anyway. And they came today, right? And these are the shorts. They're completely different colours. Like, I have the matching waistcoat. That's the waistcoat there. And, like, you can absolutely see the colour difference. Like, that's such a nice pink. And then this. I don't even know what it is. Like, that is such a joke."
0,Currently in ZARA with a very skinny friend of mine and I feel like Im on a spy mission. These clothes they must be made for elves. I truly believe that. Look at this. Thats a size medium. For what? A child! Ive done so many laps around the shop. By the time Im done Im actually going to be skinny enough to wear the clothes
1,"Zara Basics that I would definitely never buy again. Starting with these pants. I simply wouldn't buy this pant again because it's a pant that definitely goes with everything. In other words, it is perfect. Look at the figure on the body. It's too cute, perfect last and it also brings out your buttocks. In other words, it's perfect, it's the ideal pants. Then we move on to this silk shirt that is definitely a problem because I want to wear it with everything. It's too comfortable, fresh, looks super elegant, pretty, goes with whatever you want. It's a problem. The detail with these bodysuits is that you want them in all colors. I mean, they are so comfortable and so beautiful, they look so cute that you really want them in all colors. So imagine and it is so much so that look,. I have it in another color because I love them. I mean, they are definitely a problem. And worst of all,. I don't know if you noticed but I just put together three different outfits with the same pants and they all matched. I would definitely not buy them again."
0,"another day, another shopping adventure. i. you guys, this is super cute. i love the detailing. this is so cute too. alright, so i'm low key annoyed because in both dresses they don't have my size. this is what happens when your fat ass are up. look at this top. it's so cute, but it only goes up to a fucking large. why? like, i fucking can't. okay, zara was a fail. but i did put my order, so i'm gonna do a. so now i'm away to sephora. my basket is full. i can't wait to show you guys what i got when i get home."
0,"guys, I had to show you these trousers and I did a bit of a haul in sale and I wanted some, like, pale pink cargo trousers and these were not what they said on the table. look at this. face it. all the way around like my grandad's fishing trousers. what am I doing with this? bizarre. anybody ordered these and have the same problem, let me know."
-1,"guys, I purchased this choker from Zara for 20 pounds, and I've only used it once. and look at this. this has started to peel off. I mean, seriously, this is not even 2 and it's it's worse than which the things you can find on Aliexpress honestly Zara I need a refund or I need answers"
-1,"Let's get into a hideous Zara return haul. So when I bought these things,. I was in such a good mood. I have great feet, so these look so good on. When I try them on at home, they were too heavy. I was traveling. I was not putting these in my bag. These were actually 2 sizes too small. But for 16, you will buy anything, and they look so great on this dress. Oh, my god. This dress look like I was trying out for Big mama's house. Like,. I thought this was gonna be so cute and chic on. And no, um, the only good thing that I actually did get was not from Zara, but it was from LM, and that's one of my favorite bag brands. And, of course,. I'm keeping"
0,"I like the idea of these boots, but from the side, it's just toes for days. My toe ends right there; that's all extra. I can't; I would trip. Like, very literally."
0,"Hey, girl. Hey. It's your favorite midsize cordita here. And today we are at Zara. Okay, so here's often number one. It's this mesh tube top with these pink trousers that were so stretchy. I was surprised that they were so stretchy, because honestly, shopping at Zara could be a hit or miss, especially if you're a midsize to plus size baddie out there. And here comes the mess. This outfit was giving everything that I needed to give, but the freaking cargo skirt did not close, and it was a size extra large. I had a vision for this outfit with some cream boots for the fall. Like, do you see the vision? I'm gonna order the skirt in a 2 X to see if it fits."
0,"Hello, today I have a tip from zara that you may not have known. If you see a square on the label, it means that the size is as it indicates, if you see a little circle it means that the garment is larger than the size it indicates, and if you see an inverted triangle, it means that the garment is a little tighter than the original size."
0,"I have a question. Who in the hell is designing shirts for Zara? Like, are we putting scrap fabric on shirts? Is half the shirt a cost saving measure? I'd like to know where I'm gonna wear half of these tops. I mean, little in the fact. I can't buy any of them because they won't fit, but explain to me where I'm gonna wear half of these. What is that? It has a tail. This. So many questions. Do we need to send help"
1,"Okay, guys, so this is the first item. It's, like a poofy dress. The bottom. I'm gonna go try it on. I'll be right back. So here's the dress. It's cute. I like it. That's the back of the dress. Don't mind the back of my hair, guys. Do not mind the back of my hair. But the dress is cute. Does it have pockets? It has pockets, yeah. This is cute. So I'm for sure gonna keep this. I just need to get a, like, a bra so can hold me up there, because, you know, your girl is part of the anybody to be committee. But, yeah, this is cute. I like it. I'm gonna go to. I'll show you guys the next item, since right here, it's another dress. So I have this one here. It's, like, sheer at the bottom. Um, based on the picture, this doesn't look like the picture. The picture was getting a lot more than what it looks like in person. But we'll see once we try it on. I'll be back. All right, so this dress is cute. I like it. I like this year here. I like that it's black. You can do this for fall, spring, summer, winter. Um, add color or knots, add accessories, like, make it your own. And I like that it's, like, very light material, and it has the sheer piece here, like, that just adds to it. So I'm for sure keeping this item. As well. Now let's hop on to the next part. So next I have these pants and this bodysuit. I thought this was cute for, like, spring and summer, maybe fall. Just depends on how you feel and how you dress it up,. I guess. But for sure for the spring and the summer. So I'm gonna try this white bodysuit on and these green pants. So I'll be back. All right, so here's this outfit. Not really feeling it. Bodysuit. This is kind of low. And then pants are big. Way too big. And this is extra small. And I got it next long. It says it runs big. Usually I wear small and bottoms, but that's just way too big. Like,. I can't even conceal that. So this is going back in the spot. We're gonna go back. I like the spaghetti strap one better. The bodysuit that they have. So we'll see. I'm gonna try on these. These are, like, Bermuda shorts. Um, and my little sandals. Chunk glass. So is this me? Chunk glass. I'm gonna try these on with this outfit. And, yeah, I'll be back. All right, so here's the next outfit. Have me Chanclas. I think this how you say it in Spanish? Um. Hmm. Questionable. I kind of like the shorts. Kind of don't. And I kind of like the sandals. Kind of dull. Like, this is something I just need to think about. I think it's the top. Yeah. I don't Know, not really feeling this one. I think it's the top that's doing it, but I'm not too sure. So I got this drawstring skirt in this black body suit. I have 3 of these body suits, so the next one is in pink. So I got this in a small. Says it runs big, but it has a drawstring on it. The extra small sold out in my cart, so I was like, let's try the small and see how it works out. Um, so, yeah,. I'll be back to show you guys what this is looking like. Okay, so this one,. I can see why they said size down, and it's not bad in the small, honestly, because of the drawstring, but I cannot draw anymore. I'm gonna see if they have this in my store. But I like how it has pockets. I like how it's, like, kind of cargo style. I don't know. It's just this body suit, bro. This body suit is not it. Anyways,. Gonna try on the next outfit. Um, it's this skirt here. I got it in extra small, so it runs big, so we're gonna see what it's working. All right, so this one,. I mean, the skirt is cute. It just does not fit around my waist the way I want it. Like, it doesn't sit right. Like, I feel like it's supposed to sit like this, and it's just like this, and I'm like, what is this? Oh, I Really wanted this to work. I don't know. Yeah,. I just don't think this will work because it's just. This is bothering me. Only so far, 2 items have worked, and it's been the dresses, and that's it. Disappointing with the sale. Anyways, let's go try on these last 2 things. I know I'm not gonna like the pink bodysuit. This we need shorts under. I didn't realize how. I. I didn't know. Like, I knew, but I didn't know, but I'm. You know, to me. Anyways, let's go try it on. This is the last 2 sets, so I know you guys just saw me turn around because. Anyways, I was trying to do the countdown and whatever. Anyway, so this is the last outfit. I had to put my gym shorts under because this is see through. This is a no. It's not a functional piece. Not all about functional pieces. And this. The color is very pretty, but the neck is just too low for me, and I don't like it being so low. So. Yeah, I'm going to return or exchange these items in store tomorrow depending on what I find. I still have my skirt tomorrow, so I'll try that in the store so that if it doesn't work out,. I can always return it right there since I'm there. What else? Yeah, that's it. So if you guys liked anything, let me know in the comments down below. What was your favorite piece on Me? Um, trying to think. And if you guys have any suggestions for, like, any jar items I can possibly exchange it with, then let me know in the comments down below. Okay, so I will see you guys later. Thanks for watching."
1,hi so i was really sorry i was really sad when i film that video however everyone in the comments was so nice and had so many great suggestions of where to get a dress so i wanted to show you what i ended up getting okay so here's the dress um it's from amazon i got a size medium it's and i wore it with my steve madden harlan heels which are the like rubber mule heels and this oversized jean jacket from a shows here's a closer picture so you can see the pattern and here's a shameless mirror selfie because this girl i look cute oh my gosh i love this dress so much it was so comfy i will link it my amazon store front which you can find on my instagram goodbye love you
0,"so I bought some jeans while I was at Zara in Spain a couple months ago, and as soon as I wore them, the zipper, like, snapped in half. I've seemed, like, so sad because they're, like, my favorite jeans ever, and the closest Zara to where I live is like 3 hours away. so I try to, like, contact customer support, and their response was, I'm sorry,. I'll have to resolve this in store. like, I don't live by a store, so, like, what am I supposed to do? and I'm trying to figure out to, like, how do I do the sizing? because I got these in Europe, and the sizing runs different from, like, the US site of Zara, then they're, like, international site. and then the response to that was, we apologize for the inconveniences. you will need to return the items in the country from the purchase. my response,. I can't just fly across the world to make a return. we apologize for the inconveniences. since this is according to our store policies, we cannot issue a different resolution. me, like, thinking for a minute,. I can't just fly to Spain to return some jeans. barely."
0,"Got you, nigga."
1,"so then I went into Zara and they got, like all of their sale reduced to, you know, they do, like, the last, last minute offers, and so all their trousers reduced, 1299. and I just could not resist these. so first, these are incredible. so I'm thinking, on holiday, I've got my swimsuit on,. I want some just took over the bottom while I go and buy a cocktail. uh, and it was these elasticated waist, they've got a pocket, but the print, these are amazing. yeah, absolutely love these, so I can't wait to wear them. so then I grabbed these, which were right next to them on the rail. again, 1299, these bright pink suit trousers, and they got a little pocket on the bottom. they're quite long because obviously they're Zara, they don't cater for as little 5ft 2 women, but, yeah, love those. and then when I was in marks and Spencer's, I thought, oh, this would look really good with those trousers. and it is this little orangey red knit. it's like a cotton it with a little round neck. it should have been 25 but with my Sparks. I've got a discount so I managed to get 15 off on it where and then an extra 5 off so it cost me 16 25 but I think that. I need to try it properly but that with those it's gonna look amazing"
1,"Come and have a look at what's new in Zara with me! So starting off I love a white shirt, but I really likes the free detailing on the colour. These tops were giving skims vibe. Such great basics. Love that beige shade. Thought this structured hoodie was gorgeous. Love a good coward set. Thought this knit set was really, really nice. Love that dark grey colour and then I really loved these dresses. They came in black and grey too, thought they'd be perfect for work. How amazing are these jeans? And love these silver heels too. Thought this cold set again was really nice. Perfect for going out. Had this really nice sequin material, gorgeous knit and I'm obsessed with the Sherpa jacket. Love."
0,oh my god
0,"This is how we're looking. Hi. We're going to Burnside. While I'm shopping,. I thought I would try this. I have, like, a fear or. I feel so bad if I try something on in a store and I get makeup on it. This veil, so I can try on clothes in the shops and not get makeup everywhere. People, like, boy walking past looking at me like, what the fuck? Let's go. Make up is good. Time to go home is by the jeans. And I have to say, the veil rocks because I didn't get anything on the clothes, which makes me feel so much better. Let's go. Someone just fully stared at me."
-1,"This top from Zara is not a skims dupe, and everyone on this app says that it is. Just because a top is stretchy does not make it a skims dupe. And we have to chill out on the skims comparisons on this app because it's getting out of hand. I have the cotton Jersey, the vintage, the fits, everybody, the soft smoothing collections from skims, and this is giving Shein. I'm sorry. I had to say it because. I'm mad that I wasted my money on this shirt. Bye."
-1,"So I am a huge Zara fan. It is where I find a lot of my more unique or special or more fashion forward pieces. So when I was browsing the website last week. I was really excited to see this vest. It's something I've been looking for. I love how you can unbutton the tap in the bottom button. That is how I recommend wearing a vest. So excited! Ordered it immediately and it arrived today and so disappointed because this is what I got. At first glance we are matching the picture. It looks the same. However, these are fake buttons. They are fixed buttons. There is not a button hole to be found. There is no way to unbutton any of these buttons, let alone the top or the bottom button. I like to unbutton the button so that it drapes over my hips a little bit better, and the top was just a stylish little detail, but nope, that's not happening with these fixed buttons. What the heck Zara? This one sadly has to go back."
0,it's not looking good for me in these boots. I hope I can get it off false alarm I am so confused because the right one. I just pulled this up to get a visual. I'm losing circulation in the left side of my body but knowing these boots were in my Zara order and I just noticed there's like because I have an event next week that I wanted to wear these boots too do we look like I'm like bulging out of these boots kind of obsessed. I'm so annoyed what's in this boot no wings are it's like probably a mouse or something unless my calves are drastically different sizes the right one fits perfect the left one is like cutting off calf circulation sticker Mark on them so it's like super stretchy and comfy let's put my behind you out. I don't know this dress the detail it's that like chenille kind of knit fabric
-1,"right. can we talk about Zara sizing? I just did a huge Zara haul, and, yeah, I don't know what to say about this. these are all the same size. this is an extra small, this is an extra small, and this is an extra small. but look how different they are. they are all different sizes of extra small. like, no wonder we have issues with our body. I mean, how bad is that? honestly? like,. I tried on the beige ones and they just didn't fit right. I was like, okay. like, obviously I'm gonna have to shop somewhere else for other trousers. like, it is what it is. I'm gonna have to get a tailored. but it looks so good on the girl I saw on Instagram. she has the same body type as me, so I was like, what is up with that? like, how come it doesn't look that good on me? then I got charm, the black ones, and they look so good on me. like, phenomenal. snatched waist right by the booty, perfect length. like, look really good. and I was like, wait, did I order a small in the beige ones? and I didn't. they're all extra small, and all of them fit totally different. so what do I do now? like, do I return the other ones? go with the black trousers to Zara and go measure them literally against every beige and off white pants until I find the right extra small that matches the black ones. night"
0,"Back again with another realistic Zara haul. Just kidding. To the girls that can actually pull off leather jackets,. I commend you, because every time I try to wear one,. I look like a biker. Like it with every jacket. It's not to my hair, it's not my headband. I tried this on so many times. I'm sending it back because every time I wear one,. I look like I belong on a motorcycle. I don't have the sleek, cute Bella Hadid oversized jet. Like, it doesn't work for me, and that's annoying."
0,so this is going to be the try on zara haul of everything I'm keeping and this is the ZARA skirts in the size large it's in the size large it's a little bit shorter of a skirt than what I would normally wear but I quite like it with a shirt what do you think then this is the monochrome dress this is a medium and it's big but I keep this one Ill wear it on my birthday the other monochrome dress I thought it feel like a cream but it's quite peachy yellow. I don't know how I can see the colour um it's see through but just Pair of shorts were slip underneath it but yeah I quite like this one again this is a medium. Urm I mean what is this this is a size large so I'm a 12 or 14 on the bottom this is the size large. I mean if I really tried I could do the zip up but you can see everything and then this bit what is that like I am five foot two and you can see my arse basically I just so this is going back how are these dresses so short I don't get it but yeah going back
0,"Stars with my lacking chest, your mom makes up for"
1,"Day two of orientation was really slow and cold, so I ended up going home to change my coat. And then we ended up in Zara. And look at this entrance shop. I am amazed by the color way and how rich it looks. But we was looking around, and I was trying to put fists together, y'all. I had this vision in my head. You see how happy I look? Remember this smile? Because, yeah, when I tried those clothes on, it did not fit the vision in my head. And don't try hate when y'all have a vision in the fit. Don't come out how you expected to come out. Look how boxy this look like. But my skin is given. But, oh,. I love the white shirt, but I wasn't about to buy a white shirt for 20. Even though it fit nice, it just wasn't worth it. Or smart. But we ended up in the kids section, and I would definitely dress my daughter up in those sets. It was so cute. Fun fact, if you've been to the Soho in Zara, you see this section right here, the shoe section. That was my first time there, but I love the layout. Keep in mind, I always go to this Zara. And we had to look at the perfume section. Then I had to check out the self checkout registers. It was cute. And, you know,. Soho is beautiful at night and during the day. Look At the scenery Chef's kiss, we ended off our night in this Asian spot, and I got the lychee, the strawberry and the blueberry. Let me know if you wanna see a reaction video."
1,"Red is gonna be everywhere this season, and I really, really want to get the gaspered cardigan from Suzanne in red, but it's sold out. When I seen Zara had something very similar. Let's try it on and see. Me and Zara have a very, very turbulent relationship. I have high hopes for this one. I love the color. I got an immediate little pockets in the front as well. It's so cute. Was this in the children's section? Like, honestly, it's. It's. This is a medium look. Look,"
-1,"So listen to this. I bought this dress right here from Zara. As you can see, like, the material is like, um, a faux snakeskin type of material, so I can't really tell if it stretch. It's a polyester, but still can't really tell, right? So I'm ordering offline, so I'm like, well, damn, what size should I get? But they got every size available. So I'm like, well, I don't wanna order it, it's too small. And then I can't get a bigger size, so let me just get two sizes. So just for reference,. I'm like a size 12, um, and it's all right. I'm like a large or extra large, right? Cool. So I say. I'm outsmart this, and i'mma go up. So I get an extra large, and I also get an extra extra large in this dress. I go on vacation, the dress comes while I'm on vacation. So I come home,. I try to dress on. I'm like, yeah, let me start with the extra extra large, cause I know this probably won't be big anyway, and it's just the one, you know, most models are the same. And I'm be like, with extra large, a period, even if I got a little bit of room,. I'm be good. Bitch, that motherfucking extra extra large left in my motherfucking face. I could barely get this dress over my fucking hips. So, um, y'all ladies, you already know the dance we do. Like,. I'm getting The dress on. Finally, I get the dress over my hips. I go to zip that motherfucker. She left my face again. I said, oh, okay, bitch. So now here I am at the mall, about to return both of these damn dresses, because that's 100. And Imma take my ass over to H M, where I know I wear a large, sometimes a medium, and feel like a fucking badass, bitch. Cause they were definitely their number. Or my motherfucking feelings. The fuck? It's not okay, Zara. Count your fucking days."
0,"Most things I buy are a bit too long for me, but Zara... Now, I'm aware that I'm short, okay? I'm 5 foot 2. Now I'm convinced that you need to be Slenderman to wear these trousers. What the heck is this? Are they? That's not my ankle. Come on, right, look at this."
0,"Okay, love, since Argentina won, what is promised is due. You have 5 minutes 5, 5 to buy whatever you want and there are 2 conditions. You can't exceed the limit of this card if you access it. Hey, obviously everything is returned and you can't take things that are not your size because you can't return them, you have to keep them. And if we don't cancel it, do you agree? It's for real no manches, come on, how come you know? 40 grace, grab you too, uh, listen to me they have 5 minutes, they have 4 minutes left. ha ha no perfumes no here they are not here perfumes are not good I don't have perfume clothes, clothes, clothes. you have 3 minutes left, eh? 3 minutes no manches I don't like anything I don't like anything 3 minutes only I have left yes let's see if they can, right? 3 minutes to take as much as they can without exceeding the card. Me too, eh,. I would love to, but you can't, it just gives me life for 2 ha ha 2 minutes already with that all done. I have ah good for you seriously you're going to do me, you're going to give me all that. Orale, pass it on, rale, nicole ya, rale ya, eh, it's going to end, no mames these boots no ya it's going to end and I'm not going to make it valid, eh, ya m pants or larch. the top me to see tops, tops, uh, no manches,. I love these boots. What do they say? No mames it's great, ha ha it's the best day of life. Don't stain this wallet,. I love it,. I mean the one I like the most was seriously you're going to give it to me, you're not going to pass it to me here for the fart. You have one minute left, eh? If you don't pass the la la la credential, right? Yes,. I said 5 minutes, quick, quick, quick let's see, let's sing you some things, if not, we're not going to make it 30 seconds. Well,. I said no,. I said 30 seconds, there are 30 seconds left here the clock dials here 30 seconds 30, 29, 28, 27, 26 pass or not pass it, let's see if he passes it or not, it's not going to happen. I'll kill you to see that miguel is the same. No mames, no filmes 10 9 8 7 6 5 4 3 2 one ha ha ha yes it was possible yes it was possible yes ha ha ha ha what a bear you already won you won cool people record ha ha ha ha bravo was already, uh, uh, now yes he already knew you your victory was already love, you're crazy, he was already, he was already. What a thrill thank messi, eh, eh, eh, thank you messi, therefore, thank you messi. This one is yours right now. You show us everything you took the list. Omarito, how do you see? He made it record him, record him. How do I take him to mexico? Uh, ha, ha, ha, ha, uh."
-1,"They sent me the wrong color. I went to Zara to buy a pair of pants, and they're damaged. I brought them back, then tried to order them online, and I've been sitting there for like 15-20 minutes. This is what I get for not shopping at a vintage store."
-1,"I've just opened a very unsuccessful order from Zara, and it's made me feel a little bit pants, to be honest, because nothing fits and nothing look like it should. I thought I put something on that's gonna cheer me up. The first piece is this cardigan, which, as you can see, it's like a cross between a Jersey and a knit. Teamed it with my jeans and silver ballet pumps. I think the shape of this cardigan is really flattering with the V neck. Not got a top on underneath. Love a bit of batwing. Okay, so it also has a matching skirt. Is to die for for me with the shape of the skirt. I would wear this with boots. Let me get some. These are my trusted hobs boots. I would wear this to the office and out for drinks and dinner as well. But also, I think it would look really nice dressed up. I did some more accessories and jewellery. Maybe a fascinator for a wedding and some nice heels. Let me know what you think."
-1,"All sorts of wrong. I am scared this is not gonna fit me. Far out, guys. This is literally made for a child. Like, no, that's not okay, is it? Like, the top half looks like it's squishing my boobs, it's so short. But. I think this does confirm that I do want a denim dress."
0,"I stopped in, Zara, on my break from work, and what I saw, there were two items in particular that I saw that honestly just baffled me, and I feel like I need to share with the community. It's literally giving. Installing braces at seven and dinner at eight. And you just know if the Sorting Hat from Harry Potter was yossified, he would be rocking this bag. If anyone is brave enough to rock these, god bless you and your family. But, Zara, what are you doing? Honestly, what is that?"
0,"Zabra, stop closing the fitting room when you guys have a sale. Thank you. Bye. Okay, I'm back. I saved so much money because I couldn't try on so many goddamn dresses. So thanks for that, but opening our fitting room? Come on, let's do some work. And if y'all want to hold, let me know."
