text,polarity
"Shein, I’m disappointed but not surprised #sheinhaul #sheinfail #sheinfailedme #fashionfails #fyp @itss_akiraaa ",-1.0
"Trust I love Uniqlo, but they make it so hard to want their collab stuff when they add unnecessary text to EVERYTHING  LIKE PLEASE I WANT TO BUY YOUR CLOTHES #anime #manga #csm #hxh #bleach #sanrio #aot #snk #jjk #uniqlo #collab #clothes #fyp #onepiece #naruto #fashion #text #design #cringe #hottake #clamp #bnha #mha #gintama #dbz #fashiontiktok #ootd #spyxfamily #style #clothingbrand ",-1.0
Some fits I wore this week #outfitinspo #ootd #ootdfashion #mensfashion #fyp #fypシ #birkenstockboston #bostonclogs #offwhite #lululemon ,1.0
@shein_official stole my mushroom design. They sold thousands of products with my design on it. And They ignore my messages. #boycottshein,-1.0
the best unboxings are ralph unboxings #ralphlauren #poloralphlauren #prhaul #prhaulunboxing #ralphlaurenunboxing #prunboxing ,1.0
#greenscreen I can’t be the only one who didn’t know this #lululemon #lifehacks #fyp @madsrbright 4 cred!,0.0
Kirby #englishbulldog #englishbulldogsoftiktok #losangeles #fypシ #fyp #saturday #tiktokpuppies #pretty #prettylittlething #Kirby ,0.0
THE BEST SWEATER #uniqlo #sweater ,1.0
Lululemon has the cutest keychains.. Which one is your favourite?? #lululemon  #lululemoneducator  #lululemonhaul  #lululemonkeychain  #lulu  #finds  #fyp  #whatsnewlululemon  #lululemonaddict  #foryou  #lululemonhack  #lululemoncollection  #trending #lululemonhack #trending  #foryoupage ,1.0
how cuteeeee #primark #christmas #christmasdecor #christmascountdown #christmasdecorating #christmastree #snow ,1.0
@lululemon has the best educators ❤️ #bach #bachtrip #bachelorready #bacheloretteparty #bachelornation #bachelorettetrips #bachelorettegifts #bachelorettegiftsideas #bachelorettegiftideas #bachelorettegiftbag #bachelorettegoodiebags  #lululemoncreator #lululemonnewreleases #lululemonnewarrivals #lululemonnewdrop #lululemonnewcolors #lululemonnewarrival #lululemonnewrelease #lululemonnewreleaseday  #beltbag #beltbags #beltbagcollection #beltbagextendedstrap #bagcollection #beltbagoutfit #beltbagchallenge #beltbagsnowtrending #beltbagtour #beltbagextenderstrap #viralbeltbag #lululemon #lulu #thesweatlife #lululemonhaul #lululemonaddict #lululemoninfluencer #lululemonhack #lululemoncheck #lululemoncollective #lululemonnewreleases #lululemonnewdrop #lululemonnewcolors #lululemonbeltbagoutfit #everywherebeltbag #lululemontok #fyp #foryou #foryoupage #viral #viralvideo #trending #fypシ #foryoupageofficiall #influencer #contentcreator,1.0
BIG primark haul‍♀️✨ #primarkhaul2023 #primark #haul ,1.0
"SHEIN SHIT SHOW PT3 ✨ A metà giugno @sheinofficial ha invitato alcuni influencers della generazione Z a visitare il suo quartiere generale in Cina, provandoci come sia possibile usare i moderni mezzi di informazione e intrattenimento per lavare le coscienze e manipolare la verità.  Lavoratori sorridenti, macchinari efficienti e un ambiente di lavoro moderno e super pulito stridono con i fatti e i dati che ci vengono forniti da indagini di terzi sul vero operato di Shein. Ma questo è bastato invece a convincere  Destene Sudduth, 384.000 follower su Instagram e oltre quattro milioni su TikTok.  Dani Carbonari, influencer plus size, oltre 297.000 followers su TikToks.  Con loro anche Aujené, Fernanda Stephany Campuzano, Kenya Freeman e Marina Saavedra che tra l’altro collaborano con SHEIN a delle collezioni. Siamo o non siamo nel 1984 di Orwell? . . #shein #sustainability #boycottshein #fashion ",-1.0
"SHEIN is now valued at $100 billion and is the biggest contributor to environmental waste in the fashion industry, it’s time to change that  #fastfashion #boycottshein #savetheplanet #slowfashionmovement #fyp #foryou #fypシ",-1.0
My go to bag! Lets see what fits inside  Check yellow basket for the dupe  #dupeuniqlodumplingbag  #dumplingbags #uniqloph #uniqlo ,1.0
Its like hell on earth in there#chuckmcgill#primark#fyp#00#abc#googlegiggles ,-1.0
goalzz af #fyp #zara #bellahadid,1.0
"Mens Style Tips from a real style icon, Mr Polo Bear #outfitideas #mensstyle #mensfashion #ralphlauren #polobear #mensstyletips #mensstyletips  #CapCut ",1.0
@ZARA what us going onnn #fyp #fashiontiktok #ootd #fitcheck #grwm #zara ,-1.0
“You can take on the world in a good suit” — Sir Michael Caine #suit #inception #leonardodicaprio #cillianmurphy #danielcraig #monicabellucci #judelaw #ralphlauren #bradleycooper #paulnewman #alpacino #robertdeniro #matthewmcconaughey #julioiglesias   ,1.0
i hate ya’ll for recommending this hoodie #primark,0.0
Big haul shein Part.1 #shein #sheinfinds #haulshein #sheinhaul2023 #sheinhaul #sheinumboxing ,1.0
The comfiest shorts  @prettylittlething #plt #shorts #summeroutfits #prettylittlething,1.0
Those girls got nothing on me when I got my @prettylittlething on #prettylittlething #juandchan #nflwife #footballwife #footballcouple #nflcouple,1.0
If you think you’re wearing clothes ur wrong #prettylittlething #summerhaul #fashion #foryou #fyp,0.0
..  #fyp #foryoupage #viral #4phaa #real #relatable #makemefamous #makemeviral #blowthisup #xuhuong #xzyabc #xcyzba #xyzbca #yzxcba #yxzcba #zyxcba #zcbxya #zyxcba #special #specialtome #blue #bluelight #ralphlauren #carhartt #mirror #never #feelings #talk #2100 ,0.0
Disgusting!!! Boycott @ZARA and to think some people actually posted videos on tiktok thinking that zara was supporting the right side of history! #boycottzara #boycott #genocide #sharethis #keepsupporting #fyp ,-1.0
part 2 or whattttttt??!?!?!??? #shein #haul #fyp #swag #FindYourCore,1.0
This lil hack be saving my life when i don’t get my pants tailored. Whole fit @prettylittlething  cuz honestly it was never that serious #prettylittlething ,1.0
Shein pop up at Glendale!! #shein #popup #foryou,0.0
"#greenscreen Zara has gotten away with so much over the years, but i have no words to describe how disgusting and deliberate this is! #boycottzara #zarahaul2023 ",-1.0
"@prettylittlething Girl Squad has finally arrived ✨Shop all our favourite outfits on PLT, with an exclusive 30% off code – GIRLSQUAD at check out (be quick guys, this won’t last long!) #pltgirlsquad #prettylittlething",1.0
I’ve literally been nauseous the last three days and I couldn’t tell why. I just got clothes from shein and wore them without washing them the last two days. I’m never buying fast fashion again.  #boycottshein #sheindoesnotcare #fyp ,-1.0
Primark shopping fail  isn't a size small like 8 to 10?! #primark #primarksizing #primarkfinds #primark2023 #primarkhaul #primarkhaul2023 #primarkproblems #primarkfail #primarkshoppinghaul #primarkshopping ,-1.0
"this rita ora x primark cardigan is the best £23 ive spent, knitwear + me =  #fyp #ootd #autumn #primark ",1.0
The perfect zara jeans✨ #fyp #zara #jeans #perfect #parati #foryou #paratiii ,1.0
I think this is definitely the weirdest item I have bought on Shein! What do you think? #fyp #foryoupage #shopping #shopwithme #shein #weirdestitemsonshein #shoppingonshein #onlineshoppingfail #sheinoutfit #sheinfail #weirdress #weirdestdress #crazydress #styling #fashionfail #fashionmistake #onlineshoppingfail ,-1.0
sanrio girlies this is ur sign to go to uniqlo asap   #uniqlo #sanrio #melbourne ,1.0
Zara designers are you okay?  #zarafail #zarafails #zarashopping #wearherstyle #zarahaul #iwannagohome #fyp,-1.0
guys I’ve got so much more to show you #primark #primarkhaul #primarkreopening #primarkfinds #fyp #viral #haul #trend #girls #girlslikeyou,1.0
@ZARA ate it with this body ✨#Body #zara  #zarabody #zarabodysuit #outfitideas #maincharacterenergy #fashionfypシ ,1.0
I'm 4'11 btw  #fyp #uniqlo #uniqloph #shopping #fashion #fashiontiktok #maxiskirt ,0.0
"my opinion‍♀️ no hate, i just will not wear these myself #fashion #clothes #basic #preppy #style #baggie #fashiontrends #goblincore #shein #niketech #joke #iloveyou #xx #fyp #fypage ",-1.0
Reply to @naominumagucci the fit of these are #colormatching #colormatch #colorrules #styletips #styleinspo #style #pants #uniqlo #uniqloph #hm,0.0
Old money aesthetics for men✨ #mensclothes #oldmoney #oldmoneyaesthetic #aesthetic #loropiana #ralphlauren #brunellocucinelli #tomford #salvatoreferragamo #upperclass #classystyle #mensstyletips #oldmoneyoutfits #oldmoneyclothes ,1.0
Accidentally bought a whole winter wardrobe ❄️ @prettylittlething #fyp #prettylittlething #MyLevisMyVibe #justdidbadthing #style #winterstyle #haul,1.0
"When I say honey, you say G  #fyp#foryou#plt#prettylittlething#honeyg#comedy#brighterinside",0.0
Got to collect ‘em all #tiktoksg #uniqlo ,1.0
If you’ve been in this queue for the past 24 hours.. I rate ya. It stressed my left breast! NO KARENS PLZ THANKS ‍♀️ #fyp #primark #foryou #viral,-1.0
basically #justinbieber #urjoking #shein #help #fyp ,0.0
Day 21/30 autumn winter outifts  - this would be the perfect office outfit Outift is linked in my bio  #ootd #outfitinspo #officeoutfit #officeoutfitideas #denimshirt #blacktailoredtrousers #uniqlo #adidassamba ,1.0
Happy Saturday! ☀️#ryaneroy #happy #dancetrend #preppy #lululemon ,1.0
Who else understands the struggle?  #tryonfail #curvyproblems #athleticbody #curvybodies #hourglassfigure #hourglassbody #hourglassbodyshape#pearshapedbody #pearshapedbody #zara  #zaraoutfit #zarafail #zarafails #fyp #foryou #fashiontiktok #realistic #clothesfail #realistictryonhaul #realistictryon,-1.0
bruu i look so bad BUT CMON SHEIN@shein_official #fyp #ReTokforNature #sheinfail ,-1.0
Okay Zara was a fail but I did get most of my goodies from Sephora ☺️ #zarafail #fatatzara #plussizetiktok #shoppingspree #bodyinclusivity #allbodiesmatter #sephorahaul #sephoratoppicks #sephorapickups #sephorasale2022,-1.0
Answer @Cranky Crab Comedy and Puppets  didn’t want to go out in the shirt because I’m too shy… 17M people watched    #funnycouple #shein,0.0
Age check  #nellarose  Love Lessons   OUT NOW ON…  #prettylittlething YouTube channel  #LoveLessons #plt,0.0
RUN TO UNIQLO KUROMI LOVERS! ‍♀️ #fyp #uniqlo #uniqoph #kuromi #sanrio #uniqloxsanrio #kuromiandmymelody ,1.0
"i lied, kaws x peanuts was their best collection but this is definitely number 2! super excited for this collection though! #uniqlo #kaws #uniqlokaws  ",1.0
Shein Fail! #sheinfail #plussizeswim #plussizeswimsuit #swimsuitfail #sheincurve,-1.0
What am i supposed to do?? Find you?  #shein #sheinhelp #sheinhelpmessage #cupcakke #slay #fyp,-1.0
Shein count your days #shein #fail #fyp #foryoupage #whatiwantedvswhatigot,-1.0
where do girls find these cute ass clothes from zara?? pls help #zara #clothes #trend #shopping #fyp ,1.0
some easy winter outfit inspo! ☁️#fashion#outfitsforwhenyouhavenothingtowear#styleinspo#newbalance#outfitinspo#winteroutfits#winterfashion#schooloutfits#thatgirl#easyoutfits#ralphlauren#pinterestaesthetic#fashioninspo#cleangirlaesthetic ,1.0
Love this trend!! Dress #prettylittlething,1.0
@Amal ✨ #fyp #foryou #foryoupage #الك #zara # ,1.0
Guys. i am crying#zarafail #KFCSecretMenuHacks #foryou,-1.0
SHEIN HAULLLLLL #haul #shein,1.0
@zara can you explain this dress?  #wearherstyle #zarafail #zaradresses #tryonhaulclothes #clothesfail #zaratryonhaul2022 #zarashoppinghack,-1.0
Zara not giving it this time #zarafail #zarafails #zarasizing #wearherstyle #zarashopping #zaranewin #fyp #fastfashionsucks #fastfashionfacts,-1.0
Of course both are great.. I came up with the idea because I just graduated and feel like I need to dress more “adult” now :))  - - #matildadjerf #collegegirlclothes #mid20sfashion #ralphlauren #workinggirl #nyc #fyp #fashion #moodboard #aesthetic #pinterest #style #inspo #tumblraesthetic #outfitinspo ,1.0
That is disgusting  #fyp #foryoupage #fail #shein #sheinfail  @honeyhez,-1.0
Upsssss ✨✨ #sheglam #shein #lipplumper ,0.0
full outfit from @prettylittlething  #prettylittlething #summeroutfits,1.0
"another day, another zara disappointment  #fashion #shopping #zara #womensfashion #styletips #fashiontiktok #fashiontok #style #wardrobe #affordablefashion ",-1.0
my go-to uniqlo bra top ✨ #foryou #uniqlo #uniqloph #trend #viral #paddedtop #bra #fashiontok #fit #outfitinspo #budol #ugccreator ,1.0
I'm obsessed with the new collections #zara #bershka #fashion #dresses #holidayoutfit,1.0
pretending like i actually wear this to the gym  fit: #prettylittlething #foryoupage #foryou #fyp #4y #4yp,1.0
it’s the little things! #coquette #girly #pink #hellokitty #sanrio #mymelody #trend #trending #cute #couple #couplegoals #date #kawaii #wonyoung #clothes #lululemon #dior #missdior #pinkobsessed ,1.0
We gotta have a talk Zara  #selfcheckout #zara,-1.0
"It's true what they say, if you buy cheap, you buy twice . R118 gone #shein #sheinfail #sheinhaul #watertok #waterbottle #fyp #tiktoksa ",-1.0
back to school haul !! so greatful for everything #fyp #backtoschool #haul #clothinghaul #backtoschool2023 #sephorahaul #hmhaul #converse #tiktokshop #francescas #aero #hugehaul #aeropastale #rue21 #lulu #lululemon ,1.0
So I literally just wore the Shein Fail dress yesterday & this is how it turned out for me! Shoes & dress are from @SHEIN #shein #sheinfail #fashionfail #cottagecore #mindordering #foryou,-1.0
Omg what was ur fav one I can’t decide ! Thank u @prettylittlething #prettylittlething #fyp gifted,1.0
anyways copped #lululemon #lululemonbbl #lululemonpink #lululemoncollection #lululemonflushpink #lululemonstrawberrymilkshake #lululemonjacket #lululemonbbljacket #lululemonbbleffect #lululemonpinkjacket ,0.0
blows my mind how the first version was released in 2021  #uniqlo #uniqlousa #uniqlohaul #uniqlocollab #uniqlou #uniqlobag #lifewear #drawstring #drawstringbag #nylonbag #newbag #bagcheck,0.0
I have not stopped laughing.  #MaiselChallenge #MakeItGucci #lululemon,1.0
theres more but im too lazy uniqlo come on im not wearing ts outside let me be ur designer or smth i want more subtle clothes!!!! #uniqlo #anime #manga #chainsawman #naruto #myheroacademia #fashion #foryou #xyzbca ,-1.0
ready for the sunnnnn #fyp #wintervssummer #prettylittlething #jetski #airportfit ,1.0
"Baffled, bean boozled, & bewitched. #zara #newatzara #zarafail #nyc #nycshopping #fifthavenue #manhattan #manhattanshopping #shopingfail #harrypotter #funny #viral #newcreator #fyp #fypシ゚viral #shopping #trending #fashiontiktok #fashionfails #fashiontrends ",-1.0
Huge haul pending... #zarasales2021 #zarasale #zara #zarahaul #zarasalehaul #shoppingaddict,1.0
Nah I’m officially not going Zara anymore #zarafail #zarafails #zarauk #tkmaxxhaul,-1.0
BEST DAY EVER!!! #bach #bachtrip #bachparty #bride #bridetok #bachelornation #bacheloretteparty #bachelorette #bacheloretteweekend #bachelorettetrip #bachelorettepartyideas #bachelorettegiftbag #bachelorettegoodiebags #bachelorettegiftsideas #clawclip #beyondscrunchies #liquidiv #olehenriksen #olehenriksengiftedme #selftansleepsac #tanfan  #lululemoncreator #lululemonnewreleases #lululemonnewarrivals #lululemonnewdrop #lululemonnewcolors #lululemonnewarrival #lululemonnewrelease #lululemonnewreleaseday  #beltbag #beltbags #beltbagcollection #beltbagextendedstrap #bagcollection #beltbagoutfit #beltbagchallenge #beltbagsnowtrending #beltbagtour #beltbagextenderstrap #viralbeltbag #lululemon #lulu #thesweatlife #lululemonhaul #lululemonaddict #lululemoninfluencer #lululemonhack #lululemoncheck #lululemoncollective #lululemonnewreleases #lululemonnewdrop #lululemonnewcolors #lululemonbeltbagoutfit #everywherebeltbag #lululemontok #fyp #foryou #foryoupage #viral #viralvideo #trending #fypシ #foryoupageofficiall #influencer #contentcreator ,1.0
ZARA SALE! #zara #fyp #viral,0.0
not great #foryoupage #viral #relatable #primark #british #blowup #xyzbca #trending #seamlessset #meadowhall #sheffield ,-1.0
SHEIN GOTTA BE STOPPED CUZ WTF #shein #sheinfail #nomoreshein #fashiontiktok #blackgirlluxury,-1.0
Reply to @zildd_ you need these  #fyp #fashion #uniqlo #ootd,1.0
I look hot in Orange  #hotinit #fyp #viral #trending #fashion #prettylittlething #transition #nonbinary,1.0
My names Sophie and I have an online shopping addiction ‍♀️ #plt #prettylittlething #missguided #uk #lockdown #shein,1.0
fit from: @prettylittlething #plt #prettylittlething ,0.0
Shall i do a try on? @prettylittlething  #plthaul #prettylittlething #prettylittlethinghaul #haul #clothinghaul #summerhaul #summerclothes #summer ,0.0
New winnie the pooh nightwear  #primark #primarkcardiff #primarkhaul #primarkpyjamas #primarkdisney #primarktrending #winniethepooh #eeyore #disney #piglet #primarksnuddie #snuddie #disney100 #fyp #foryoupage #foryou ,0.0
SHOPPING HAUL enjoy #haul #lululemon #sephora #victoriasecret #nike #makeup #luluhaul #shoppinghaul #fyp #MyBrawlSuper #xmas #cashapp13plus #shop,1.0
had to hop on this trend  #fakebody #lululemon #lululemonoutfit #lululemonoutfit #lululemonobsessed #ad #thesweatlife @lululemon,1.0
Colour??? #zara ,0.0
His reactions are the best @prettylittlething (dc:@Josh Galero) #fyp #couples #reaction #prettylittlething #healthadepopit,1.0
Hey gurl welcome to lulu #lululemon #employee #pov #lululemonemployee #alignleggings #retail,1.0
>>> #zara #haul #fashionispo ,1.0
"Sorry for my rant, but im just fed up. @lululemon you need to do better for us girls that want to be included. & dont get me started on your belt bags that dont fit big breasted gorls either.  i wont be supporting or advertising lulu any linger. I thought i was included but no longer am. #lululemon #boycottlululemon #fyp #fatgirls #obesity #fatgirlproblems #rant ",-1.0
Obsessed. #fürdich #fyp #primark #primarkfinds #bratz #viral ,1.0
My thoughts during the Ralph Lauren show! #runwaymodels #ralphlauren #nyfw #fashionweek #model,0.0
"So these are XS to S, meaning they cover a size 4 to 12, so S/M is size 6 to 16 (!) but only if you're short? And if you're tall, it's all different? Lost ‍♀️ send help #primark #primarksizing #primarkfinds #primark2023 #primarkhaul #primarkhaul2023 #primarkproblems #primarkfail #primarkshoppinghaul #primarkleggings #shoppingproblems ",-1.0
I'm such a big deal.... I've my own selection in Primark  #primark #thegrinchtiktoks #grinchmas #thegrinch ,1.0
I’m sorry but when did Primark get so expensive!? Primark just aint primarking like it used to #primark #costofliving ,-1.0
"But, have you seen the corduroy shorts?! #uniqlo #fyp #shorts #summer #summercore ",1.0
How are we meant to even know what size we are? ‍♀️‍♀️ #primark #primarksizing #primarkfinds #primark2023 #primarkhaul #primarkhaul2023 #primarkproblems #primarkfail #primarkshoppinghaul #primarkleggings #shoppingproblems ,-1.0
come shopping with me ! pt. 1  sorry for the unintentional hiatus i spent five days walking my fish  #chougaki #chouvlogs #minivlog #dailyvlog #dailyvlogs #uniqlo #shopping #shoppingvlog #japanvlog #ユニクロ #uniqlojapan ,1.0
Never seen anything like it!! #primark #travelvlog #madrid #traveltiktok #adventures ,1.0
Finally taught my childhood best friend how to slackline! And she was so good! Probably cause of the matching @lululemon shorts…. #ad #lululemon #lululemoncreator ,1.0
Picknick outfit#fy #outfit #clothes #shein #pullandbear #zara #hm #summer #haul,1.0
not me ordering the wrong bag ☠️ #lululemonfail #fail #lululemonreview #lululemonreturn #lululemonbag #onmylevel #onmylevelbag #lululemononmylevel  #lululemoncreator #lululemonnewreleases #lululemonnewarrivals #lululemonnewdrop #lululemonnewcolors #lululemonnewarrival #lululemonnewrelease #lululemonnewreleaseday  #beltbag #beltbags #beltbagcollection #beltbagextendedstrap #bagcollection #beltbagoutfit #beltbagchallenge #beltbagsnowtrending #beltbagtour #beltbagextenderstrap #viralbeltbag #lululemon #lulu #thesweatlife #lululemonhaul #lululemonaddict #lululemoninfluencer #lululemonhack #lululemoncheck #lululemoncollective #lululemonnewreleases #lululemonnewdrop #lululemonnewcolors #lululemonbeltbagoutfit #everywherebeltbag #lululemontok #fyp #foryou #foryoupage #viral #viralvideo #trending #fypシ #foryoupageofficiall #influencer #contentcreator,-1.0
You know what to do! And never look back! #foryoupage #_freepalestine #boycottzara ,-1.0
"I don’t think you understand, I’m obsesssssed #fyp #primark #primarkribbedsets #primark2022 #gymsets #ribbedsets",1.0
Would you guys rock this tee? $25 CAD but the quality will be long lasting #cameroncantdress #foryou #fashion #style #uniqlo,1.0
There's no way this can be real???? Shein I know you aren't down this bad???? #shein  #boycottshein #shein #blm #melaninqueen #hireblack,-1.0
Replying to @tkesquire knee pain? invest in a good pair of shoes//greens are @bloomnu // #runningtips #kneepain #review #productreview #lululemon ,1.0
Dress from @prettylittlething  #prettylittlething #prettylittlethingpartner ,0.0
I been on a return spree lately  #fypシ #zarasweatsuit #zaraset #zarahaul2023 #zarafail #fashiontiktok ,-1.0
I love anything short #fyp #foryou #shein #sheinhaul #blackgirltiktok #clothinghaul #plt #plthaul #prettylittlething #blackgirlhaul ,1.0
this sounds is my energy #ColorCustomizer #StJudeDadPhotos #limitless #inspiration #joy #hotwheels #nohands #unstoppable #vibewithme #viralvideo #dance #hotgirl #summer #lululemon #athletic #hotgirlwalk #beltbag #gymtok #fitcheck,1.0
hello kitty heaven in primark  #fyp #hellokitty #primark #sanrio #cute ,1.0
the white tube top & tan trousers  chefs kiss #haul #sheinhaul #shein #haulshein,1.0
The math is definitely not mathing  #dancemoms #dancemomlife #dancelife #dancecompetition #lululemon #dancer #fyp #momtok #mommydaughter #uggs #dancecostumes #stage #performer #bunhead ,-1.0
"why not treat your best friend this christmas?? all for the small total of £281,164  (THIS IS A JOKE) #christmas #christmaspresentinspo #bestfriend #giftideas #outfit1nspo_ #classy #cartier #vancleefarpels #bvlgari #hermesbirkin #givenchy #ralphlauren #london #cheapgiftidea ",1.0
What Lululemon doesn’t want you to know about getting free leggings #personalfinance #moneytok #lululemon #lawyer,0.0
literally i’m going crazy w my shopping addiction #shoppinghaul #haul #lululemon #hollister #utahgirls #target #ulta #tarteblush #pacsun #fyp #foryou #xyzbca,1.0
"Replying to @gracewrightt3  Replying to @gracewrightt3  Replying to @gracewrightt3  Replying to @gracewrightt3  Reply to @gracewrightt3  continuing our tour of celeb studded, vintage vibe weddings. And DAMN YALL!! Its so good  #vogueweddingreview #voguebride #newyorkwedding #gatsbywedding #ralphlauren #katebock #kevinlove #polobarnyc #weddingtiktok #bridetobe",1.0
Im just so confused at how these are two different sizes but also ABSOLUTELY not right. #zarasizing #zarahaul #zarafail #silveryrousers #hslotoutfit #clothessizing ,-1.0
HELP me pick an @prettylittlething outfit for my Christmas party  comment your fave below #prettylittlething ad,0.0
shein #fy #shein,0.0
"couldn’t help myself, i didn’t get the draco slippers and now i can’t stop thinking about them :( #fyp #dracomalfoy #primark #harrypotter",1.0
"Biggest shein hail I’ve ever done, part 1 of 4! For reference I’m 5’2 165lb & size 8-10Hehe #sheinhaul #shein #shopping #midsize #mudsizhaul #fyp",-1.0
Reply to @trash.taco2  It’s time for the red dress @prettylittlething #prettylittlething #transition #transformation #transitions,1.0
Honestly so impressed #primark #nails #primarknails #O2HereComesBrighter,1.0
haul vids coming soon  #shein #haul #fyp #style #foryoupage,0.0
Ralph Lauren Tracksuits VS Nike Tech Fleece #techfleece #ralphlauren #nike #nosauce #nosaucetheplug ,0.0
i’ve had the clean girl aesthetic all over my fyp and i love it @ellorecollective #fashion#style#ootd#grwm#thatgirl#cleangirl#bellahadid#kendalljenner#zara#aritzia#fitcheck#aesthetic#neutraloutfit#neutralaesthetic#chanel#dior#blairwaldorf#pinterest#nyc#k18hairflip,1.0
⚠️PART TWO NOW POSTED⚠️This is not something you manage to find everyday (ignore the shirt all of my proper ones are up in london and this is all i had) #ralphlauren #financebro #menswear #gentlemanstyle #succession ,0.0
#greenscreen I'm so upset rn #sheinfail  #sheintop  #plussizeproblems  #biggirlproblems,-1.0
Replying to @thehippiehorse #lululemon #sephora #musicals #theatre #musicaltheater #musicaltheatre #theatrekid #theaterkid #jaredbgoldsmith #jaredsings #meangirls ,0.0
Just why #fyp #foryoupage #plt #prettylittlething #HONOR50duet #SpotifyWrapped #plthaul #pltblackfriday #plt100off #outfit #newin #haul #fail,-1.0
@zara customer service is trippin … the only resolution i guess is to fly across the world to make my exchange. #zara #zarafail #zarafails #zaracustomerservice #helpmezara #fyp ,-1.0
Yeah don’t waste your time #fyp #penneys #primark,-1.0
very obsessed with green atm #zara #zarahaul #zaragreendress #clotheshaul #haul #green #fyp,1.0
I want an actual apology from Molly mae #plt #plthaul #prettylittlething #trend,-1.0
Y’all wtf #shein #sheinfail #nails #nailfail #sheinhaul #western #westernfashion #westernsheinhaul #fail #whatwasthat #okayjames #greenscreen,-1.0
We love a designer moment for NYFW! #fashion #fashiontiktok #zara #jessicajade #makeup #makeupartist #glam #newyork #newyorkfashionweek #fashionweek #billieeilish #trend #corset #designer ,1.0
Anything cheaper than this and you’re treading in SHEIN territory… and that’s really a place you DONT wanna go ☠️ #GU #uniqlo #uniqlolifewear #uniqlooutfit #japanesefashion #japaneseclothing #mensfashioninspo #mensfashion #pinterestaesthetic #toronto #xhs ,-1.0
"#zarafail when you buy zara Jeans , they just dye your shoes for free  Ham của rẻ đây các bác, cuối cùng cũng tìm ra lí do giày trắng biến thành xanh #justforfun #chiase ",-1.0
Bonding time !! #uniqlobag #unqilobagviral #uniqlo #uniqlomy,1.0
Primark curling wand tutorial #fypシ #foryoupage #hairtok #curlyhairtutorial #viral #primark #curlyhair ,0.0
im never taking this set off #prettylittlething #uggs #earmuffs ,1.0
"It may be freezing outside, but my body and soul are warm and cozy, thanks to Uniqlo #HEATTECH. Get even warmer by watching Uniqlo’s #WarmYourFeed playlist. Seriously, the more you watch, the warmer your feed gets! #ad @UNIQLO USA @UNIQLO Europe #uniqlo ",1.0
Happy Sunday!! #fyp #foryou #zara #zarajeans #pinkzarajeans #preppy #ryaneroy #viral ,1.0
Which outfit was your fav?  #foryou #fashion ##tiktokfashion #uniqlo,0.0
You did me dirty with this one SHEIN #shein #sheinfail #wtf #whatthehell #whatisthis #lol #failblog #frenchie #Dance4Tomorrow,-1.0
Excuse me @zara I want a refund #zara #zarahaul #fyp #foryou #shein,-1.0
girls run to primark. ‍ #foryou #primark #fürdich #primarknewin #primarkcoat #primarkjacket #woolcoat #primarkhaul #shopwithme #fd #fy #shopping #winter #coat #winterfashion ,1.0
I think I love it haha I feel like it suits me better & great for on the go! #giftcards #shopwithme #shoppingchallenge #lululemon #lululemonhaul #wallet #cardholder #lululemonbag #spendingmoney #spendmymoney #dualpouch #dualpouch #dualpouchwristlet ,1.0
"Similar to DAY 77, but with a knot this time :) #hermeslover #hermeslovers #scarf #ralphlauren #scarftutorial #scarftoptutorial #fashionhack #fashionhacks ",1.0
CHRISTMAS HAUL | Discalimer | i am very thankful for everything i got #christmas #haultok #haul #aivatornation #lululemon #christmashaul #rollerrabbit #goldengoose #kendrascott #follow #viraltiktok #likethisvideo #rich #uggs #famous #viralhaul #tarte #soldjaniero #patrickta #lulu #lululemonhaul #4you #foryoupage #likes #fyp #makemefamous #haultok #shopping #comment #share #donthate #gsg #shoppingaddict #christmastiktok #christmasgift #goldengoosesneakers #infinity #imawesome #aivatornation #aviator #nation #lulu #lemom #likefollow #support ,1.0
aritzia dupeeeeee  #uniqlo #outfitideas #shopping ,1.0
sponsor me @ralphlauren?  #law #lawschool #lawstudent #lawyer #suitsnetflix #harveyspecter #mikeross #ralphlauren #ralphlaurenpolo,0.0
Bella Hadid reacting to the opening of Gigi Hadid for Ralph Lauren FW22 #bellahadid #gigihadid #ralphlauren #fashion #modeling #fashiontiktok,0.0
Uniqlo U Utility Short Blouson  #uniqlo #uniqlou #streetwear #streetfashion #mensfashion #mensstyle #outfitinspo #streetstyle ,0.0
rip to my bank account  #sheinhaul #WeirdPets #Wee #fyp #foryou #viral #shein #purchased #money,-1.0
the BEST leggings in the best colour!!!!! #fyp #autumnfashion #winterfashion #primark #ootd #clothes ,1.0
Tbh this is what fast fashion gets you its always bad LOL #fyp #zarahaul #outfitinspo #zaranewin #zara #zarafail #nz ,-1.0
I was in love with my outfit  #couplesgoals #marriage #couplestiktok #relationshipgoals #couples #relationships #husband #zara #couple #dating #datenight #irishcouple #marbella #dateideas #pickingoutfits ,1.0
